recorte,numero_mask,8_layers,32_layers,64_layers
703,21.0,0.3142857142857143,0.0,0.04081632653061224
710,0.0,1.0,1.0,1.0
712,0.0,1.0,1.0,1.0
716,96.0,0.8144796380090498,0.8527918781725888,0.848780487804878
719,3389.0,0.9833134684147795,0.9818997756170531,0.9844483568075117
725,0.0,1.0,1.0,1.0
736,2560.0,0.9658762290341237,0.9704576173006372,0.9705595632676935
753,1711.0,0.9653779572994806,0.9707259953161592,0.9661214953271028
754,5707.0,0.9718334499650105,0.9723883221948646,0.9753443888742651
762,9.0,0.75,0.7058823529411765,0.8
763,0.0,1.0,1.0,1.0
771,251.0,0.9239543726235742,0.9191321499013807,0.9161554192229039
772,7.0,0.0,0.0,0.4
775,0.0,1.0,1.0,1.0
783,38.0,0.7578947368421053,0.7474747474747475,0.8604651162790697
786,233.0,0.8385899814471243,0.8327137546468402,0.8388349514563107
788,0.0,1.0,1.0,1.0
796,6.0,0.0,0.0,0.0
803,338.0,0.7905511811023622,0.8220472440944881,0.8258426966292135
809,27.0,0.8928571428571429,0.8571428571428571,0.7272727272727273
810,16.0,0.07432432432432433,0.06920415224913495,0.03508771929824561
813,205.0,0.8947368421052632,0.908675799086758,0.9259259259259259
814,315.0,0.9468892261001517,0.9510703363914373,0.9672386895475819
816,54.0,0.8163265306122449,0.8543689320388349,0.8846153846153846
819,0.0,1.0,1.0,1.0
823,309.0,0.901840490797546,0.9199372056514914,0.9300813008130081
826,0.0,1.0,1.0,1.0
827,0.0,1.0,1.0,1.0
835,0.0,1.0,1.0,1.0
837,0.0,1.0,1.0,1.0
843,795.0,0.9778621125869703,0.978343949044586,0.9716129032258064
851,0.0,1.0,1.0,1.0
858,136.0,0.8833922261484098,0.9029850746268657,0.9022556390977443
860,575.0,0.9132653061224489,0.9122502172024327,0.9193976970770593
864,23.0,0.8292682926829268,0.8780487804878049,0.7906976744186046
869,79.0,0.9308176100628931,0.9178082191780822,0.9743589743589743
870,0.0,1.0,1.0,1.0
872,0.0,1.0,1.0,1.0
875,307.0,0.916030534351145,0.9322834645669291,0.9233226837060703
877,0.0,1.0,1.0,0.0
879,0.0,0.0,1.0,1.0
887,0.0,1.0,1.0,1.0
889,0.0,1.0,1.0,1.0
891,175.0,0.7953488372093023,0.7953488372093023,0.8229426433915212
906,0.0,1.0,1.0,1.0
907,0.0,1.0,1.0,1.0
908,0.0,1.0,1.0,1.0
925,0.0,1.0,1.0,1.0
933,568.0,0.896774193548387,0.8906624102154829,0.8883495145631068
934,11.0,0.8461538461538461,0.9523809523809523,0.625
941,0.0,1.0,1.0,1.0
944,0.0,1.0,1.0,1.0
945,0.0,1.0,1.0,1.0
